rowid,kepid,kepoi_name,kepler_name,koi_period,koi_ror,koi_srho,koi_prad,koi_sma,koi_teq,koi_insol,koi_dor,koi_count,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass
1,10797460,K00752.01,Kepler-227 b,9.48803557,0.022344,3.20796,2.26,0.0853,793.0,93.59,24.81,2,5455.0,4.467,0.14,0.927,0.919
2,10797460,K00752.02,Kepler-227 c,54.4183827,0.027954000000000003,3.02368,2.83,0.2734,443.0,9.11,77.9,2,5455.0,4.467,0.14,0.927,0.919
5,10854555,K00755.01,Kepler-664 b,2.525591777,0.024064,1.98635,2.75,0.0374,1406.0,926.16,8.75,1,6031.0,4.438,0.07,1.046,1.095
6,10872983,K00756.01,Kepler-228 d,11.09432054,0.036779,0.67324,3.9,0.0992,835.0,114.81,16.36,3,6046.0,4.486000000000001,-0.08,0.972,1.053
7,10872983,K00756.02,Kepler-228 c,4.13443512,0.026133,0.37377,2.77,0.0514,1160.0,427.65,6.96,3,6046.0,4.486000000000001,-0.08,0.972,1.053
8,10872983,K00756.03,Kepler-228 b,2.56658897,0.014983000000000002,0.48908999999999997,1.59,0.0374,1360.0,807.74,5.54,3,6046.0,4.486000000000001,-0.08,0.972,1.053
10,10910878,K00757.01,Kepler-229 c,16.06864674,0.062161,3.6659,5.76,0.1158,600.0,30.75,36.85,3,5031.0,4.485,0.16,0.848,0.801
11,11446443,K00001.01,Kepler-1 b,2.470613377,0.12387100000000001,1.83538,13.04,0.0354,1339.0,761.46,8.3977,1,5820.0,4.457,-0.06,0.964,0.971
12,10666592,K00002.01,Kepler-2 b,2.2047354169999998,0.075522,0.37936,16.1,0.0376,2048.0,4148.92,4.602,1,6440.0,4.019,0.14,1.952,1.449
13,6922244,K00010.01,Kepler-8 b,3.5224984289999997,0.092086,0.65374,14.59,0.0473,1521.0,1264.67,7.541,1,6225.0,4.169,-0.04,1.451,1.132
14,10984090,K00112.02,Kepler-466 c,3.709214104,0.010424,1.7745099999999998,1.16,0.0465,1206.0,500.46,10.888,2,5833.0,4.407,-0.04,1.022,0.974
19,10526549,K00746.01,Kepler-660 b,9.27358173,0.032563,1.93557,2.47,0.0759,649.0,41.85,20.65,1,4856.0,4.583,-0.3,0.696,0.676
20,10583066,K00747.01,Kepler-661 b,6.02930329,0.038838,13.09803,2.85,0.0585,678.0,50.04,29.31,1,4537.0,4.648,0.21,0.672,0.761
22,10601284,K00749.01,Kepler-226 c,5.349553819,0.025706,1.7378200000000001,2.55,0.0563,919.0,168.99,13.8015,3,5185.0,4.44,0.16,0.91,0.831
23,10601284,K00749.02,Kepler-226 b,3.94105221,0.017105000000000002,1.8563599999999998,1.7,0.046,1018.0,253.15,11.51,3,5185.0,4.44,0.16,0.91,0.831
24,10601284,K00749.03,Kepler-226 d,8.10904807,0.013127000000000002,1.5302,1.3,0.0743,800.0,97.03,17.46,3,5185.0,4.44,0.16,0.91,0.831
26,10662202,K00750.01,Kepler-662 b,21.67699193,0.032666,0.60007,2.95,0.1408,530.0,18.64,24.6,4,4954.0,4.5,0.18,0.828,0.791
27,10682541,K00751.01,Kepler-663 b,4.99677968,0.030014,1.71827,2.78,0.0559,917.0,166.95,13.14,1,5339.0,4.552,0.18,0.847,0.931
28,11460018,K00769.01,Kepler-671 b,4.280963604,0.025377,1.24482,2.3,0.0503,1012.0,247.87,10.64,1,5644.0,4.564,-0.14,0.831,0.928
32,11507101,K00773.01,Kepler-672 b,38.3775486,0.024901,1.40588,2.82,0.2163,529.0,18.53,47.8,1,5481.0,4.369,0.16,1.036,0.915
33,10910878,K00757.02,Kepler-229 d,41.19725502,0.041693,3.9471,3.86,0.217,439.0,8.76,70.75,3,5031.0,4.485,0.16,0.848,0.801
34,10910878,K00757.03,Kepler-229 b,6.252962248999999,0.028604,3.2870699999999995,2.65,0.0617,823.0,108.3,18.94,3,5031.0,4.485,0.16,0.848,0.801
35,10987985,K00758.01,Kepler-665 b,16.01308419,0.034369,1.10942,3.1,0.1148,593.0,29.31,24.7,1,5015.0,4.499,0.1,0.826,0.785
36,11018648,K00759.01,Kepler-230 b,32.62876672,0.03852,2.79093,3.36,0.1889,506.0,15.55,53.95,2,5586.0,4.56,-0.3,0.798,0.844
37,11018648,K00759.02,Kepler-230 c,91.7732862,0.024319999999999998,1.60558,2.12,0.3764,359.0,3.92,89.4,2,5586.0,4.56,-0.3,0.798,0.844
40,11153539,K00762.01,Kepler-666 b,4.49876511,0.019816999999999998,0.67106,2.1,0.0542,1133.0,389.62,8.95,1,6075.0,4.486000000000001,-0.12,0.969,1.048
42,9579641,K00115.01,Kepler-105 b,5.412203927,0.024775,0.5108699999999999,2.94,0.0591,1093.0,337.68,9.25,3,5779.0,4.3389999999999995,-0.06,1.087,0.941
43,11304958,K00764.01,Kepler-667 b,41.43958662,0.048175,0.28189000000000003,5.5,0.2288,516.0,16.72,29.47,1,5468.0,4.367,0.22,1.046,0.93
44,11391957,K00765.01,Kepler-668 b,8.35389523,0.029305,6.73215,2.52,0.0768,790.0,91.9,29.18,1,5592.0,4.582,-0.28,0.787,0.862
45,11403044,K00766.01,Kepler-669 b,4.1255434719999995,0.036795999999999995,0.67162,4.43,0.0529,1243.0,565.35,8.45,1,6174.0,4.417,0.1,1.103,1.162
46,11414511,K00767.01,Kepler-670 b,2.816504904,0.117059,2.09079,12.21,0.0383,1219.0,521.13,9.571,1,5532.0,4.452,0.14,0.955,0.941
48,12110942,K00786.01,Kepler-680 b,3.6899200989999996,0.018878,1.7079799999999998,1.89,0.0469,1147.0,408.99,10.71,1,5880.0,4.518,-0.06,0.917,1.01
49,12366084,K00787.01,Kepler-232 b,4.431238488,0.029330000000000002,1.01996,3.25,0.0529,1104.0,351.23,10.19,3,5714.0,4.428,0.16,1.015,1.007
50,12366084,K00787.02,Kepler-232 c,11.37936986,0.035628,0.63438,3.95,0.0993,806.0,99.68,16.31,3,5714.0,4.428,0.16,1.015,1.007
51,12404086,K00788.01,Kepler-681 b,26.39432897,0.03681,2.93923,3.07,0.1635,489.0,13.49,47.7,1,5129.0,4.595,0.02,0.763,0.846
52,8395660,K00116.01,Kepler-106 c,13.57078281,0.023908000000000002,0.49865,2.64,0.1096,785.0,89.61,16.93,4,5854.0,4.406000000000001,-0.12,1.012,0.951
53,9579641,K00115.02,Kepler-105 c,7.12594387,0.015119999999999998,0.23879,1.79,0.0711,997.0,233.31,8.62,3,5779.0,4.3389999999999995,-0.06,1.087,0.941
55,11754553,K00775.01,Kepler-52 c,16.38489988,0.029758,5.4538,2.0,0.1084,433.0,8.35,42.62,3,4126.0,4.6610000000000005,0.04,0.615,0.633
56,11754553,K00775.02,Kepler-52 b,7.8774163,0.03209,8.09685,2.16,0.0665,553.0,22.18,29.84,3,4126.0,4.6610000000000005,0.04,0.615,0.633
57,11754553,K00775.03,Kepler-52 d,36.4454001,0.029681,5.21237,1.99,0.1847,332.0,2.88,71.53,3,4126.0,4.6610000000000005,0.04,0.615,0.633
58,11812062,K00776.01,Kepler-673 b,3.7287321469999997,0.068178,1.24118,6.02,0.0455,1023.0,258.34,9.7,1,5497.0,4.577,-0.1,0.809,0.907
60,11853255,K00778.01,Kepler-674 b,2.243380573,0.032248,1.50915,1.99,0.028,822.0,107.6,7.38,1,4149.0,4.698,-0.32,0.564,0.578
62,11918099,K00780.01,Kepler-675 b,2.337437946,0.027998000000000002,2.41093,2.34,0.0325,1070.0,311.16,8.86,2,5005.0,4.595,0.14,0.765,0.85
65,11923270,K00781.01,Kepler-676 b,11.59822233,0.051287,3.14915,2.65,0.0798,396.0,5.82,28.2,1,3688.0,4.79,0.0,0.473,0.503
66,11960862,K00782.01,Kepler-677 b,6.575315881,0.049152,0.6439199999999999,5.31,0.067,1015.0,251.38,11.37,1,5992.0,4.415,-0.32,0.989,0.927
67,12020329,K00783.01,Kepler-678 b,7.275040843999999,0.051358,0.10578,4.86,0.0732,833.0,113.64,6.66,1,5485.0,4.556,0.21,0.867,0.986
68,12066335,K00784.01,Kepler-231 c,19.27153892,0.031585,8.48241,1.93,0.1171,393.0,5.66,55.02,2,4077.0,4.702,-0.24,0.56,0.576
69,12066335,K00784.02,Kepler-231 b,10.06524317,0.031152999999999997,18.09666,1.91,0.076,488.0,13.43,45.9,2,4077.0,4.702,-0.24,0.56,0.576
70,12070811,K00785.01,Kepler-679 b,12.3935651,0.032536,0.27483,2.66,0.0983,677.0,49.68,13.07,1,5557.0,4.603,-0.4,0.75,0.832
71,8395660,K00116.02,Kepler-106 e,43.84439721,0.025934,0.22039,2.87,0.2395,531.0,18.77,28.2,4,5854.0,4.406000000000001,-0.12,1.012,0.951
74,3342970,K00800.01,Kepler-234 b,2.711504086,0.026532999999999998,0.9161799999999999,3.12,0.0401,1420.0,960.79,7.088,2,6214.0,4.442,0.07,1.076,1.169
75,3342970,K00800.02,Kepler-234 c,7.21203748,0.028255000000000002,0.9986700000000001,3.32,0.077,1025.0,260.58,14.003,2,6214.0,4.442,0.07,1.076,1.169
77,12470844,K00790.01,Kepler-233 b,8.47237911,0.030119,3.8632800000000005,2.59,0.0778,751.0,75.44,24.47,2,5354.0,4.587,-0.08,0.788,0.884
78,12470844,K00790.02,Kepler-233 c,60.4189369,0.027422000000000002,4.2644400000000005,2.36,0.2884,390.0,5.49,93.71,2,5354.0,4.587,-0.08,0.788,0.884
79,12644822,K00791.01,Kepler-682 b,12.611904345,0.073758,0.61222,7.4,0.1058,753.0,76.15,17.27,1,5795.0,4.508,-0.02,0.919,0.992
82,2713049,K00794.01,Kepler-683 b,2.5391831469999997,0.017724,1.46261,2.06,0.0355,1332.0,743.09,7.93,1,5519.0,4.35,0.14,1.062,0.921
83,3114167,K00795.01,Kepler-684 b,6.770300385,0.037413999999999996,1.45164,2.77,0.064,812.0,102.87,15.21,1,5653.0,4.656000000000001,-0.84,0.679,0.767
86,4139816,K00812.02,Kepler-235 d,20.06036336,0.036455,3.09445,1.96,0.115,361.0,4.0,40.4,4,3950.0,4.754,-0.46,0.493,0.502
88,8395660,K00116.04,Kepler-106 d,23.9800854,0.011879,0.05654,1.31,0.1602,649.0,41.94,11.98,4,5854.0,4.406000000000001,-0.12,1.012,0.951
89,4139816,K00812.04,Kepler-235 c,7.82502168,0.022312000000000002,2.54508,1.2,0.0614,494.0,14.05,20.2,4,3950.0,4.754,-0.46,0.493,0.502
90,4275191,K00813.01,Kepler-688 b,3.895936525,0.08689,2.31292,7.34,0.046,1005.0,241.62,12.29,1,5557.0,4.592,-0.3,0.774,0.866
91,4476123,K00814.01,Kepler-689 b,22.36646466,0.028938,1.12517,2.32,0.1449,536.0,19.45,31.0,1,5395.0,4.615,-0.34,0.734,0.821
92,3351888,K00801.01,Kepler-685 b,1.625522174,0.08054299999999999,1.28198,9.73,0.0265,1579.0,1467.41,5.6364,1,5539.0,4.322,0.16,1.106,0.935
97,3832474,K00806.01,Kepler-30 d,143.2063047,0.094044,1.8344900000000002,8.9,0.5336,308.0,2.14,125.8,5,5485.0,4.556,0.21,0.867,0.986
98,8395660,K00116.03,Kepler-106 b,6.164876,0.0071920000000000005,0.6966399999999999,0.79,0.0648,1021.0,256.35,11.19,4,5854.0,4.406000000000001,-0.12,1.012,0.951
99,3832474,K00806.02,Kepler-30 c,60.32494216,0.128744,2.37656,12.19,0.2998,411.0,6.77,77.04,5,5485.0,4.556,0.21,0.867,0.986
100,3832474,K00806.03,Kepler-30 b,29.1598615,0.02018,1.9273900000000002,1.91,0.1847,524.0,17.85,44.2,5,5485.0,4.556,0.21,0.867,0.986
103,3935914,K00809.01,Kepler-686 b,1.5947453740000002,0.115879,1.7754400000000001,11.3,0.0258,1539.0,1329.42,6.203,1,5934.0,4.4910000000000005,-0.38,0.893,0.901
105,4049131,K00811.01,Kepler-687 b,20.50588921,0.041039,2.64998,3.41,0.1326,518.0,17.06,38.91,1,4905.0,4.544,-0.04,0.761,0.739
106,4139816,K00812.01,Kepler-235 b,3.340218842,0.037683,3.2358599999999997,2.03,0.0348,656.0,43.73,12.4,4,3950.0,4.754,-0.46,0.493,0.502
108,5358241,K00829.01,Kepler-53 b,18.64932728,0.027096,1.97596,3.12,0.139,701.0,57.13,33.12,3,5775.0,4.405,0.16,1.053,1.026
109,10875245,K00117.02,Kepler-107 c,4.90144976,0.011136,0.3709,1.7,0.0586,1262.0,598.74,7.78,4,5847.0,4.191,0.26,1.402,1.113
110,5358241,K00829.02,Kepler-53 d,9.75192101,0.024041999999999997,0.044,2.76,0.0902,870.0,135.66,6.05,3,5775.0,4.405,0.16,1.053,1.026
111,5358241,K00829.03,Kepler-53 c,38.5576546,0.034980000000000004,0.19755999999999999,4.02,0.2255,550.0,21.71,24.9,3,5775.0,4.405,0.16,1.053,1.026
112,5358624,K00830.01,Kepler-428 b,3.5256325389999996,0.13372,2.43681,11.58,0.0431,975.0,213.12,11.699,1,5150.0,4.572,0.08,0.793,0.855
114,4664847,K00816.01,Kepler-690 b,7.748094238999999,0.046615,1.06292,5.52,0.081,964.0,204.39,15.0,1,5973.0,4.439,0.36,1.085,1.181
115,4725681,K00817.01,Kepler-236 c,23.96793669,0.03141,3.03325,1.8,0.1322,329.0,2.77,45.2,2,3747.0,4.728,0.1,0.524,0.536
116,4913852,K00818.01,Kepler-691 b,8.11437482,0.037204,3.76716,2.1,0.0649,460.0,10.55,23.58,1,3692.0,4.753,0.28,0.517,0.553
120,10875245,K00117.01,Kepler-107 e,14.74914825,0.018864,0.55575,2.89,0.1221,874.0,137.91,18.56,4,5847.0,4.191,0.26,1.402,1.113
121,5021899,K00821.01,Kepler-692 b,21.81295996,0.030951999999999997,2.39175,3.38,0.1495,639.0,39.33,39.183,1,5601.0,4.41,0.08,0.999,0.934
124,5164255,K00824.01,Kepler-693 b,15.37562369,0.12103,2.43887,11.01,0.1121,600.0,30.54,31.24,1,4986.0,4.496,0.16,0.833,0.793
125,5252423,K00825.01,Kepler-237 c,8.10363271,0.026361000000000002,2.33533,2.11,0.0712,687.0,52.82,20.09,2,4861.0,4.574,-0.08,0.732,0.733
126,5252423,K00825.02,Kepler-237 b,4.71510843,0.018268,2.4235900000000004,1.46,0.0496,823.0,108.84,14.18,2,4861.0,4.574,-0.08,0.732,0.733
127,5272878,K00826.01,Kepler-694 b,6.365839713,0.026275,1.4110200000000002,2.44,0.0659,914.0,165.33,14.46,1,5776.0,4.553999999999999,-0.18,0.849,0.939
130,5651104,K00840.01,Kepler-695 b,3.04033046,0.104023,2.31195,8.99,0.0374,1021.0,257.29,10.41,1,5035.0,4.519,-0.06,0.791,0.754
131,5792202,K00841.01,Kepler-27 b,15.33528675,0.056,0.8165899999999999,5.0,0.1179,610.0,32.67,21.65,5,5251.0,4.581,0.21,0.817,0.926
132,10875245,K00117.04,Kepler-107 d,7.95825328,0.006915,0.29918,1.06,0.0809,1074.0,314.15,10.01,4,5847.0,4.191,0.26,1.402,1.113
133,5792202,K00841.02,Kepler-27 c,31.33046135,0.072904,0.70448,6.5,0.1898,481.0,12.61,33.19,5,5251.0,4.581,0.21,0.817,0.926
137,5436502,K00834.01,Kepler-238 e,23.65369415,0.05219,0.41907,7.89,0.1658,731.0,67.65,23.142,5,5739.0,4.191,0.3,1.384,1.083
138,5436502,K00834.02,Kepler-238 d,13.23352214,0.020278,0.3884,3.06,0.1126,888.0,146.67,15.32,5,5739.0,4.191,0.3,1.384,1.083
139,5436502,K00834.03,Kepler-238 c,6.15560285,0.015336,0.40662,2.32,0.0676,1146.0,406.94,9.34,5,5739.0,4.191,0.3,1.384,1.083
140,5436502,K00834.04,Kepler-238 b,2.090811305,0.010686,0.1588,1.62,0.0329,1642.0,1718.04,3.32,5,5739.0,4.191,0.3,1.384,1.083
141,10875245,K00117.03,Kepler-107 b,3.180027898,0.009989,0.5756,1.53,0.0439,1458.0,1066.86,6.751,4,5847.0,4.191,0.26,1.402,1.113
142,5436502,K00834.05,Kepler-238 f,50.4467417,0.017669999999999998,0.9779399999999999,2.67,0.2747,568.0,24.64,50.9,5,5739.0,4.191,0.3,1.384,1.083
143,5456651,K00835.01,Kepler-239 b,11.76307164,0.028519,4.37951,2.35,0.0954,616.0,33.99,31.76,2,4959.0,4.603,0.16,0.756,0.849
144,5456651,K00835.02,Kepler-239 c,56.2279271,0.028682999999999997,4.47051,2.37,0.2707,366.0,4.22,90.7,2,4959.0,4.603,0.16,0.756,0.849
146,5531576,K00837.01,Kepler-240 c,7.953547,0.026448000000000003,3.48717,2.25,0.0712,696.0,55.37,22.68,2,4768.0,4.5360000000000005,0.18,0.779,0.759
147,5531576,K00837.02,Kepler-240 b,4.14451656,0.017440999999999998,2.87358,1.48,0.0461,864.0,132.08,13.767,2,4768.0,4.5360000000000005,0.18,0.779,0.759
149,6291653,K00850.01,Kepler-702 b,10.526294577,0.09514299999999999,3.85261,8.24,0.088,713.0,61.16,28.26,1,5386.0,4.553,-0.2,0.793,0.82
150,6392727,K00851.01,Kepler-703 b,4.583520948,0.056287000000000004,2.30111,5.39,0.0535,1038.0,274.98,13.672,1,5815.0,4.54,-0.12,0.877,0.973
151,6422070,K00852.01,Kepler-704 b,3.76181843,0.025656,0.06927,2.66,0.047,1121.0,372.62,3.73,1,5653.0,4.4719999999999995,0.1,0.949,0.974
152,6428700,K00853.01,Kepler-242 b,8.20396958,0.033372000000000006,0.65082,3.01,0.0735,742.0,71.5,13.23,2,5015.0,4.499,0.1,0.826,0.785
153,6428700,K00853.02,Kepler-242 c,14.49645186,0.033377,0.0859,3.01,0.1074,613.0,33.48,9.85,2,5015.0,4.499,0.1,0.826,0.785
155,5794379,K00842.01,Kepler-241 b,12.71809866,0.030871,2.98907,2.31,0.0934,562.0,23.6,29.5,2,4702.0,4.592,-0.22,0.686,0.67
156,5794379,K00842.02,Kepler-241 c,36.06588163,0.035281,3.7845199999999997,2.64,0.1871,397.0,5.88,63.84,2,4702.0,4.592,-0.22,0.686,0.67
157,5881688,K00843.01,Kepler-696 b,4.190425659,0.050076,1.28404,6.21,0.0535,1234.0,547.9,10.6,1,6073.0,4.3919999999999995,0.2,1.135,1.163
158,6022556,K00844.01,Kepler-697 b,3.7098707839999996,0.040686,1.22579,4.35,0.0471,1151.0,415.1,9.6255,1,5727.0,4.463,0.14,0.978,1.013
159,6032497,K00845.01,Kepler-698 b,16.3297527,0.034822000000000006,0.16717,3.75,0.1255,727.0,66.08,13.31,1,5878.0,4.444,-0.06,0.987,0.989
160,6061119,K00846.01,Kepler-699 b,27.807566215999998,0.16147899999999998,1.98053,13.84,0.1711,554.0,22.24,43.26,1,5862.0,4.584,-0.52,0.785,0.865
161,6191521,K00847.01,Kepler-700 b,80.8723469,0.056129,0.37264,7.59,0.3577,452.0,9.88,50.5,1,5510.0,4.2219999999999995,0.16,1.238,0.932
163,3531558,K00118.01,Kepler-467 b,24.99324319,0.015956,0.42385,2.29,0.1651,712.0,60.88,24.1,1,5718.0,4.181,0.0,1.317,0.961
164,6276477,K00849.01,Kepler-701 b,10.35533116,0.024674,2.9277900000000003,2.47,0.0895,777.0,86.22,25.51,1,5501.0,4.462,0.02,0.918,0.891
165,6863998,K00867.01,Kepler-709 b,16.08518937,0.040767000000000005,0.41176999999999997,3.68,0.1173,613.0,33.43,17.79,1,5239.0,4.523,0.0,0.826,0.83
167,6948054,K00869.01,Kepler-245 b,7.49018305,0.029843,3.3941,2.56,0.0703,753.0,76.06,21.59,4,5103.0,4.562,0.04,0.787,0.823
168,6948054,K00869.02,Kepler-245 d,36.2761238,0.035273,3.09103,3.03,0.2012,445.0,9.29,59.91,4,5103.0,4.562,0.04,0.787,0.823
169,6948054,K00869.03,Kepler-245 c,17.46087931,0.026969,7.4572899999999995,2.32,0.1236,568.0,24.6,49.3,4,5103.0,4.562,0.04,0.787,0.823
171,6522242,K00855.01,Kepler-706 b,41.408316686,0.139516,3.4217699999999995,11.38,0.2162,453.0,9.93,67.69,1,5522.0,4.586,-0.46,0.747,0.786
173,6587280,K00857.01,Kepler-243 b,5.715425977000001,0.027348,2.7143900000000003,2.47,0.0611,850.0,123.03,16.74,2,5237.0,4.572,0.24,0.826,0.927
174,9471974,K00119.01,Kepler-108 b,49.18394185,0.036501,0.31666,8.2,0.2829,669.0,47.4,34.34,2,5626.0,3.907,0.36,2.057,1.247
175,6587280,K00857.02,Kepler-243 c,20.0261412,0.025305,2.00738,2.28,0.1409,559.0,23.14,34.9,2,5237.0,4.572,0.24,0.826,0.927
178,6685526,K00861.01,Kepler-707 b,2.237489571,0.015941999999999998,3.26761,1.41,0.0325,1160.0,427.17,9.527,1,5265.0,4.58,0.14,0.81,0.91
180,6784235,K00863.01,Kepler-708 b,3.1678934180000002,0.025513,2.7845299999999997,2.62,0.0426,1221.0,526.23,11.389,1,5895.0,4.503,-0.02,0.94,1.026
181,6849310,K00864.01,Kepler-244 b,4.311780262,0.030716000000000004,1.86883,3.11,0.0511,1038.0,274.84,12.25,3,5527.0,4.484,0.16,0.927,0.956
182,6849310,K00864.02,Kepler-244 d,20.0504494,0.026569,1.54536,2.69,0.1423,622.0,35.44,32.0,3,5527.0,4.484,0.16,0.927,0.956
183,6849310,K00864.03,Kepler-244 c,9.76734503,0.026407,2.17446,2.67,0.0881,791.0,92.46,22.2,3,5527.0,4.484,0.16,0.927,0.956
185,9471974,K00119.02,Kepler-108 c,190.3200468,0.034654000000000004,0.11865999999999999,7.78,0.6972,426.0,7.8,61.0,2,5626.0,3.907,0.36,2.057,1.247
187,7366258,K00880.01,Kepler-82 b,26.44439337,0.038511000000000004,3.96328,3.91,0.1687,562.0,23.54,52.72,4,5427.0,4.463,0.16,0.929,0.915
188,7366258,K00880.02,Kepler-82 c,51.53997972,0.05435,1.8567900000000002,5.51,0.2632,450.0,9.67,63.88,4,5427.0,4.463,0.16,0.929,0.915
189,7366258,K00880.03,Kepler-82 e,5.9022457820000005,0.023909,2.05923,2.43,0.0621,926.0,173.74,15.59,4,5427.0,4.463,0.16,0.929,0.915
190,7366258,K00880.04,Kepler-82 d,2.382951591,0.018369,2.19197,1.86,0.0339,1253.0,583.01,8.7,4,5427.0,4.463,0.16,0.929,0.915
191,7373451,K00881.01,Kepler-712 b,21.02250608,0.037466,2.85327,3.07,0.1378,521.0,17.48,40.546,2,5067.0,4.585,-0.08,0.75,0.789
192,6948054,K00869.04,Kepler-245 e,3.219814777,0.019702,3.26825,1.69,0.04,998.0,234.93,12.14,4,5103.0,4.562,0.04,0.787,0.823
193,6949607,K00870.01,Kepler-28 b,5.912273234,0.027826,4.13623,1.73,0.0537,585.0,27.72,19.7,2,4072.0,4.696000000000001,-0.18,0.57,0.586
194,6949607,K00870.02,Kepler-28 c,8.98581901,0.026527,3.50489,1.65,0.0709,509.0,15.9,24.64,2,4072.0,4.696000000000001,-0.18,0.57,0.586
197,7109675,K00872.01,Kepler-46 b,33.60123371,0.083298,2.04292,8.46,0.1956,495.0,14.22,49.6,2,5149.0,4.447,0.42,0.93,0.882
198,7109675,K00872.02,Kepler-46 d,6.76652928,0.019382,1.8539900000000002,1.97,0.0672,845.0,120.48,16.49,2,5149.0,4.447,0.42,0.93,0.882
199,7118364,K00873.01,Kepler-710 b,4.347288783,0.019273,4.18264,2.36,0.0524,1174.0,449.79,16.107,1,5754.0,4.345,0.16,1.122,1.014
200,7134976,K00874.01,Kepler-246 b,4.601811819,0.025789999999999997,2.109,2.35,0.0501,896.0,152.91,13.32,2,4986.0,4.496,0.16,0.833,0.793
201,7134976,K00874.02,Kepler-246 c,11.18719905,0.017041999999999998,2.2840599999999998,1.55,0.0907,667.0,46.65,24.72,2,4986.0,4.496,0.16,0.833,0.793
204,7287995,K00877.01,Kepler-81 b,5.95489993,0.033727999999999994,3.48052,2.33,0.0554,635.0,38.52,18.69,3,4261.0,4.641,-0.06,0.633,0.64
205,7287995,K00877.02,Kepler-81 c,12.03987488,0.031605,4.8289599999999995,2.18,0.0886,502.0,15.06,33.32,3,4261.0,4.641,-0.06,0.633,0.64
206,7287995,K00877.03,Kepler-81 d,20.83762895,0.020531999999999998,5.25789,1.42,0.1278,418.0,7.24,49.4,3,4261.0,4.641,-0.06,0.633,0.64
208,7303253,K00878.01,Kepler-711 b,23.58917143,0.040151,0.16337000000000002,3.16,0.1429,487.0,13.34,16.88,1,4919.0,4.566,-0.24,0.721,0.697
209,5094751,K00123.01,Kepler-109 b,6.481633072999999,0.017836,0.20633,2.54,0.0683,1145.0,406.25,7.71,2,5945.0,4.213,-0.08,1.302,1.009
210,7678434,K00892.01,Kepler-716 b,10.37168928,0.033023000000000004,2.1532299999999998,3.2,0.0873,720.0,63.68,23.0,2,5121.0,4.457,0.18,0.888,0.822
212,7685981,K00893.01,Kepler-717 b,4.40841331,0.025379,0.039939999999999996,2.66,0.052,1139.0,398.0,3.45,1,6007.0,4.457,-0.24,0.961,0.968
214,7373451,K00881.02,Kepler-712 c,226.8904775,0.055361,1.9593200000000002,4.53,0.6732,236.0,0.73,174.7,2,5067.0,4.585,-0.08,0.75,0.789
217,7434875,K00884.01,Kepler-247 c,9.439459486,0.048952999999999997,3.7665699999999998,4.16,0.0837,686.0,52.32,26.081,3,5097.0,4.5969999999999995,0.21,0.779,0.891
218,8349582,K00122.01,Kepler-95 b,11.523067458,0.020288,1.7747400000000002,3.13,0.1017,927.0,174.81,23.181,1,5644.0,4.162,0.3,1.411,1.053
219,7434875,K00884.02,Kepler-247 d,20.47748843,0.034376,5.64738,2.92,0.1402,530.0,18.65,50.0,3,5097.0,4.5969999999999995,0.21,0.779,0.891
220,7434875,K00884.03,Kepler-247 b,3.336123113,0.020396,3.61764,1.74,0.0418,970.0,209.79,12.86,3,5097.0,4.5969999999999995,0.21,0.779,0.891
221,7455287,K00886.01,Kepler-54 b,8.01078456,0.03347,5.73059,1.72,0.0616,453.0,9.9,26.89,3,3713.0,4.779,-0.12,0.47,0.484
222,7455287,K00886.02,Kepler-54 c,12.07134205,0.025158,1.3593899999999999,1.29,0.0809,395.0,5.74,21.878,3,3713.0,4.779,-0.12,0.47,0.484
223,7455287,K00886.03,Kepler-54 d,20.99587872,0.025412,9.69398,1.3,0.117,328.0,2.74,60.9,3,3713.0,4.779,-0.12,0.47,0.484
224,7458762,K00887.01,Kepler-713 b,7.41113177,0.024437999999999998,1.56072,2.45,0.0748,905.0,158.11,16.55,1,5849.0,4.5169999999999995,-0.02,0.919,1.014
226,757450,K00889.01,Kepler-75 b,8.884922995,0.114124,11.620610000000001,10.51,0.0786,770.0,83.21,36.466,1,5332.0,4.5,-0.08,0.843,0.821
227,7585481,K00890.01,Kepler-714 b,8.09888906,0.076211,1.14941,8.95,0.0832,986.0,223.19,15.8546,1,6214.0,4.442,0.07,1.076,1.169
228,7663691,K00891.01,Kepler-715 b,10.00653012,0.032174,0.1029,3.52,0.0933,876.0,139.21,8.17,1,6063.0,4.47,-0.02,1.001,1.079
229,5812701,K00012.01,Kepler-448 b,17.855221681,0.08815,0.47367,13.16,0.1491,911.0,163.04,19.986,1,6823.0,4.308,0.07,1.367,1.386
232,8039892,K00903.01,Kepler-719 b,5.007316661,0.077106,0.59565,6.96,0.0556,998.0,234.28,9.24,1,5865.0,4.563,-0.34,0.827,0.914
233,8150320,K00904.01,Kepler-55 d,2.211116989,0.026289,1.85398,1.85,0.0294,931.0,177.19,7.83,5,4500.0,4.656000000000001,-0.02,0.646,0.71
234,8150320,K00904.02,Kepler-55 b,27.9541337,0.026973,4.12204,1.9,0.1593,400.0,6.04,55.43,5,4500.0,4.656000000000001,-0.02,0.646,0.71
235,11086270,K00124.01,Kepler-110 b,12.69104387,0.014487,2.08259,2.57,0.1072,1008.0,244.3,26.076,2,5869.0,4.024,-0.16,1.626,1.019
